entry,at,order
"Turn: 9♠, 5♠, 8♥ [6♥]",2023-02-10T02:11:04.507Z,167599506450700
"""Rick @ NctV0vf9uC"" calls 0.09",2023-02-10T02:11:03.675Z,167599506367500
"""andy @ jtCtnyHTSX"" bets 0.09",2023-02-10T02:11:01.413Z,167599506141300
"Flop:  [9♠, 5♠, 8♥]",2023-02-10T02:10:57.788Z,167599505778800
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:10:56.942Z,167599505694200
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:10:55.762Z,167599505576200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:10:53.027Z,167599505302700
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:10:52.098Z,167599505209800
"""andy @ jtCtnyHTSX"" posts a big blind of 0.05",2023-02-10T02:10:49.983Z,167599504998307
"""El Donko @ 510sobsutG"" posts a small blind of 0.02",2023-02-10T02:10:49.983Z,167599504998306
"Your hand is A♣, K♦, 9♦, 7♠",2023-02-10T02:10:49.983Z,167599504998305
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (4.08) | #3 ""Patrick @ 4e1BobYvCd"" (4.31) | #5 ""El Donko @ 510sobsutG"" (4.48) | #7 ""andy @ jtCtnyHTSX"" (12.13)",2023-02-10T02:10:49.983Z,167599504998301
"-- starting hand #29 (id: g3v8r9qs7s02)  (Pot Limit Omaha Hi) (dealer: ""Patrick @ 4e1BobYvCd"") --",2023-02-10T02:10:49.983Z,167599504998300
"""El Donko @ 510sobsutG"" shows a 9♠, K♥, Q♦, 5♥.",2023-02-10T02:10:44.782Z,167599504478200
"Undealt cards: A♥, 3♥, J♠ [7♥, 5♦]",2023-02-10T02:10:43.798Z,167599504379800
"-- ending hand #28 --",2023-02-10T02:10:43.374Z,167599504337402
"""Rick @ NctV0vf9uC"" collected 1.27 from pot",2023-02-10T02:10:43.374Z,167599504337401
"Uncalled bet of 0.95 returned to ""Rick @ NctV0vf9uC""",2023-02-10T02:10:43.374Z,167599504337400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:10:42.522Z,167599504252200
"""Rick @ NctV0vf9uC"" raises to 1.33",2023-02-10T02:10:40.675Z,167599504067500
"""andy @ jtCtnyHTSX"" bets 0.38",2023-02-10T02:10:34.913Z,167599503491300
"Flop:  [A♥, 3♥, J♠]",2023-02-10T02:10:27.563Z,167599502756300
"""andy @ jtCtnyHTSX"" calls 0.22",2023-02-10T02:10:26.705Z,167599502670500
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:10:23.742Z,167599502374200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:10:22.573Z,167599502257300
"""Rick @ NctV0vf9uC"" raises to 0.22",2023-02-10T02:10:21.026Z,167599502102600
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T02:10:17.788Z,167599501778800
"""El Donko @ 510sobsutG"" posts a big blind of 0.05",2023-02-10T02:10:15.879Z,167599501587907
"""Patrick @ 4e1BobYvCd"" posts a small blind of 0.02",2023-02-10T02:10:15.879Z,167599501587906
"Your hand is Q♣, 9♣, Q♠, 5♣",2023-02-10T02:10:15.879Z,167599501587905
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.41) | #3 ""Patrick @ 4e1BobYvCd"" (4.33) | #5 ""El Donko @ 510sobsutG"" (4.53) | #7 ""andy @ jtCtnyHTSX"" (12.73)",2023-02-10T02:10:15.879Z,167599501587901
"-- starting hand #28 (id: vjbwumuxbhtc)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T02:10:15.879Z,167599501587900
"""andy @ jtCtnyHTSX"" shows a 2♠, 10♠, 6♥, K♠.",2023-02-10T02:10:12.216Z,167599501221600
"""Rick @ NctV0vf9uC"" shows a 6♦, 4♠, A♦, 3♦.",2023-02-10T02:10:11.854Z,167599501185400
"-- ending hand #27 --",2023-02-10T02:10:11.550Z,167599501155002
"""andy @ jtCtnyHTSX"" collected 0.45 from pot",2023-02-10T02:10:11.550Z,167599501155001
"Uncalled bet of 0.33 returned to ""andy @ jtCtnyHTSX""",2023-02-10T02:10:11.550Z,167599501155000
"""Rick @ NctV0vf9uC"" folds",2023-02-10T02:10:10.721Z,167599501072100
"""andy @ jtCtnyHTSX"" bets 0.33",2023-02-10T02:09:57.428Z,167599499742800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:09:46.109Z,167599498610900
"River: A♣, K♥, 7♣, 9♠ [8♥]",2023-02-10T02:09:43.320Z,167599498332000
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:09:42.515Z,167599498251500
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:09:39.501Z,167599497950100
"Turn: A♣, K♥, 7♣ [9♠]",2023-02-10T02:09:38.812Z,167599497881200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:09:37.947Z,167599497794700
"""Rick @ NctV0vf9uC"" calls 0.15",2023-02-10T02:09:37.045Z,167599497704500
"""andy @ jtCtnyHTSX"" bets 0.15",2023-02-10T02:09:33.547Z,167599497354700
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:09:30.489Z,167599497048900
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:09:28.815Z,167599496881500
"Flop:  [A♣, K♥, 7♣]",2023-02-10T02:09:26.199Z,167599496619900
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:09:25.312Z,167599496531200
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:09:22.540Z,167599496254000
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T02:09:19.000Z,167599495900000
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:09:16.254Z,167599495625400
"""Patrick @ 4e1BobYvCd"" posts a big blind of 0.05",2023-02-10T02:09:13.789Z,167599495378907
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T02:09:13.789Z,167599495378906
"Your hand is 2♠, 10♠, 6♥, K♠",2023-02-10T02:09:13.789Z,167599495378905
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.61) | #3 ""Patrick @ 4e1BobYvCd"" (4.38) | #5 ""El Donko @ 510sobsutG"" (4.53) | #7 ""andy @ jtCtnyHTSX"" (12.48)",2023-02-10T02:09:13.789Z,167599495378901
"-- starting hand #27 (id: xjd0waxwvqwb)  (Pot Limit Omaha Hi) (dealer: ""andy @ jtCtnyHTSX"") --",2023-02-10T02:09:13.789Z,167599495378900
"Undealt cards: 7♥, 4♥, J♦ [6♣, Q♠]",2023-02-10T02:09:09.483Z,167599494948300
"""Rick @ NctV0vf9uC"" shows a 5♦, 9♦, 5♠, 9♥.",2023-02-10T02:09:07.963Z,167599494796300
"-- ending hand #26 --",2023-02-10T02:09:07.091Z,167599494709102
"""Rick @ NctV0vf9uC"" collected 0.36 from pot",2023-02-10T02:09:07.091Z,167599494709101
"Uncalled bet of 0.36 returned to ""Rick @ NctV0vf9uC""",2023-02-10T02:09:07.091Z,167599494709100
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:09:06.240Z,167599494624000
"""Rick @ NctV0vf9uC"" bets 0.36",2023-02-10T02:09:04.520Z,167599494452000
"Flop:  [7♥, 4♥, J♦]",2023-02-10T02:08:59.380Z,167599493938000
"""El Donko @ 510sobsutG"" calls 0.17",2023-02-10T02:08:58.549Z,167599493854900
"""Rick @ NctV0vf9uC"" raises to 0.17",2023-02-10T02:08:55.613Z,167599493561300
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:08:52.636Z,167599493263600
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T02:08:50.788Z,167599493078800
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:08:48.963Z,167599492896300
"""Rick @ NctV0vf9uC"" posts a big blind of 0.05",2023-02-10T02:08:47.173Z,167599492717307
"""andy @ jtCtnyHTSX"" posts a small blind of 0.02",2023-02-10T02:08:47.173Z,167599492717306
"Your hand is 3♣, 6♠, 9♠, 2♦",2023-02-10T02:08:47.173Z,167599492717305
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.42) | #3 ""Patrick @ 4e1BobYvCd"" (4.38) | #5 ""El Donko @ 510sobsutG"" (4.70) | #7 ""andy @ jtCtnyHTSX"" (12.50)",2023-02-10T02:08:47.173Z,167599492717301
"-- starting hand #26 (id: aqznwgio1gaf)  (Pot Limit Omaha Hi) (dealer: ""El Donko @ 510sobsutG"") --",2023-02-10T02:08:47.173Z,167599492717300
"""Rick @ NctV0vf9uC"" shows a K♣, 6♥, A♠, 8♠.",2023-02-10T02:08:45.555Z,167599492555500
"""El Donko @ 510sobsutG"" shows a 2♠, 9♦, 4♠, 10♦.",2023-02-10T02:08:43.478Z,167599492347800
"-- ending hand #25 --",2023-02-10T02:08:42.860Z,167599492286002
"""El Donko @ 510sobsutG"" collected 0.15 from pot",2023-02-10T02:08:42.860Z,167599492286001
"Uncalled bet of 0.07 returned to ""El Donko @ 510sobsutG""",2023-02-10T02:08:42.860Z,167599492286000
"""Rick @ NctV0vf9uC"" folds",2023-02-10T02:08:42.014Z,167599492201400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:08:41.140Z,167599492114000
"""El Donko @ 510sobsutG"" bets 0.07",2023-02-10T02:08:40.209Z,167599492020900
"River: 8♣, J♥, 7♣, Q♦ [2♦]",2023-02-10T02:08:34.858Z,167599491485800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:08:34.016Z,167599491401600
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:08:33.073Z,167599491307300
"""El Donko @ 510sobsutG"" checks",2023-02-10T02:08:31.384Z,167599491138400
"Turn: 8♣, J♥, 7♣ [Q♦]",2023-02-10T02:08:28.858Z,167599490885800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:08:28.006Z,167599490800600
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:08:27.142Z,167599490714200
"""El Donko @ 510sobsutG"" checks",2023-02-10T02:08:24.691Z,167599490469100
"Flop:  [8♣, J♥, 7♣]",2023-02-10T02:08:21.855Z,167599490185500
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:08:21.007Z,167599490100700
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T02:08:19.852Z,167599489985200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:08:17.672Z,167599489767200
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:08:07.798Z,167599488779800
"""andy @ jtCtnyHTSX"" posts a big blind of 0.05",2023-02-10T02:08:03.243Z,167599488324307
"""El Donko @ 510sobsutG"" posts a small blind of 0.02",2023-02-10T02:08:03.243Z,167599488324306
"Your hand is 3♥, A♦, 7♥, 6♠",2023-02-10T02:08:03.243Z,167599488324305
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.47) | #3 ""Patrick @ 4e1BobYvCd"" (4.38) | #5 ""El Donko @ 510sobsutG"" (4.60) | #7 ""andy @ jtCtnyHTSX"" (12.55)",2023-02-10T02:08:03.243Z,167599488324301
"-- starting hand #25 (id: o9h4bpib23sp)  (Pot Limit Omaha Hi) (dealer: ""Patrick @ 4e1BobYvCd"") --",2023-02-10T02:08:03.243Z,167599488324300
"""andy @ jtCtnyHTSX"" shows a K♣, 3♣, K♥, 8♣.",2023-02-10T02:07:56.883Z,167599487688300
"""El Donko @ 510sobsutG"" shows a 4♥, 2♠, Q♣, 6♠.",2023-02-10T02:07:56.285Z,167599487628500
"""Rick @ NctV0vf9uC"" shows a 3♥, A♥, 2♦, 2♣.",2023-02-10T02:07:55.540Z,167599487554000
"Undealt cards: A♦, 10♣, 2♥, Q♠ [5♣]",2023-02-10T02:07:55.522Z,167599487552200
"-- ending hand #24 --",2023-02-10T02:07:55.236Z,167599487523602
"""Rick @ NctV0vf9uC"" collected 0.40 from pot",2023-02-10T02:07:55.236Z,167599487523601
"Uncalled bet of 0.30 returned to ""Rick @ NctV0vf9uC""",2023-02-10T02:07:55.236Z,167599487523600
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:07:54.427Z,167599487442700
"""Rick @ NctV0vf9uC"" bets 0.30",2023-02-10T02:07:52.699Z,167599487269900
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:07:46.681Z,167599486668100
"Turn: A♦, 10♣, 2♥ [Q♠]",2023-02-10T02:07:44.030Z,167599486403000
"""andy @ jtCtnyHTSX"" calls 0.10",2023-02-10T02:07:43.194Z,167599486319400
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:07:40.422Z,167599486042200
"""Rick @ NctV0vf9uC"" bets 0.10",2023-02-10T02:07:39.341Z,167599485934100
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:07:34.055Z,167599485405500
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:07:29.757Z,167599484975700
"Flop:  [A♦, 10♣, 2♥]",2023-02-10T02:07:26.501Z,167599484650100
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:07:25.655Z,167599484565500
"""Patrick @ 4e1BobYvCd"" calls 0.05",2023-02-10T02:07:20.887Z,167599484088700
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:07:15.662Z,167599483566200
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T02:07:14.773Z,167599483477300
"""El Donko @ 510sobsutG"" posts a big blind of 0.05",2023-02-10T02:07:07.390Z,167599482739007
"""Patrick @ 4e1BobYvCd"" posts a small blind of 0.02",2023-02-10T02:07:07.390Z,167599482739006
"Your hand is K♣, 3♣, K♥, 8♣",2023-02-10T02:07:07.390Z,167599482739005
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.22) | #3 ""Patrick @ 4e1BobYvCd"" (4.43) | #5 ""El Donko @ 510sobsutG"" (4.65) | #7 ""andy @ jtCtnyHTSX"" (12.70)",2023-02-10T02:07:07.390Z,167599482739001
"-- starting hand #24 (id: xtmv8kopgdhh)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T02:07:07.390Z,167599482739000
"Undealt cards: 4♠, J♥, 9♠, 4♥ [J♠]",2023-02-10T02:07:01.850Z,167599482185000
"-- ending hand #23 --",2023-02-10T02:07:01.487Z,167599482148702
"""Patrick @ 4e1BobYvCd"" collected 0.72 from pot",2023-02-10T02:07:01.487Z,167599482148701
"Uncalled bet of 0.42 returned to ""Patrick @ 4e1BobYvCd""",2023-02-10T02:07:01.487Z,167599482148700
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:07:00.647Z,167599482064700
"""Patrick @ 4e1BobYvCd"" raises to 0.60",2023-02-10T02:06:55.032Z,167599481503200
"""andy @ jtCtnyHTSX"" bets 0.18",2023-02-10T02:06:45.724Z,167599480572400
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:06:38.967Z,167599479896700
"Turn: 4♠, J♥, 9♠ [4♥]",2023-02-10T02:06:36.476Z,167599479647600
"""Patrick @ 4e1BobYvCd"" calls 0.12",2023-02-10T02:06:35.614Z,167599479561400
"""andy @ jtCtnyHTSX"" bets 0.12",2023-02-10T02:06:31.527Z,167599479152700
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:06:26.987Z,167599478698700
"Flop:  [4♠, J♥, 9♠]",2023-02-10T02:06:24.265Z,167599478426500
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:06:23.408Z,167599478340800
"""Rick @ NctV0vf9uC"" folds",2023-02-10T02:06:20.106Z,167599478010600
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T02:06:19.189Z,167599477918900
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:06:10.957Z,167599477095700
"""Patrick @ 4e1BobYvCd"" posts a big blind of 0.05",2023-02-10T02:06:05.444Z,167599476544407
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T02:06:05.444Z,167599476544406
"Your hand is J♦, K♠, Q♦, 6♣",2023-02-10T02:06:05.444Z,167599476544405
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.24) | #3 ""Patrick @ 4e1BobYvCd"" (4.06) | #5 ""El Donko @ 510sobsutG"" (4.65) | #7 ""andy @ jtCtnyHTSX"" (13.05)",2023-02-10T02:06:05.444Z,167599476544401
"-- starting hand #23 (id: 0chu7scywnoa)  (Pot Limit Omaha Hi) (dealer: ""andy @ jtCtnyHTSX"") --",2023-02-10T02:06:05.444Z,167599476544400
"-- ending hand #22 --",2023-02-10T02:05:59.438Z,167599475943802
"""andy @ jtCtnyHTSX"" collected 1.11 from pot with Three of a Kind (combination: 6♥, 6♣, 6♦, 10♦, 9♠)",2023-02-10T02:05:59.438Z,167599475943801
"""andy @ jtCtnyHTSX"" shows a 6♥, 10♦, 8♠, 10♥.",2023-02-10T02:05:59.438Z,167599475943800
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:05:58.592Z,167599475859200
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:05:57.696Z,167599475769600
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:05:56.355Z,167599475635500
"River: 6♣, 9♠, 9♦, 2♥ [6♦]",2023-02-10T02:05:51.232Z,167599475123200
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:05:50.422Z,167599475042200
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:05:46.954Z,167599474695400
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:05:45.689Z,167599474568900
"Turn: 6♣, 9♠, 9♦ [2♥]",2023-02-10T02:05:44.213Z,167599474421300
"""Rick @ NctV0vf9uC"" calls 0.20",2023-02-10T02:05:43.349Z,167599474334900
"""andy @ jtCtnyHTSX"" calls 0.20",2023-02-10T02:05:41.952Z,167599474195200
"""Patrick @ 4e1BobYvCd"" bets 0.20",2023-02-10T02:05:31.167Z,167599473116700
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:05:25.586Z,167599472558600
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:05:24.430Z,167599472443000
"Flop:  [6♣, 9♠, 9♦]",2023-02-10T02:05:19.198Z,167599471919800
"""Rick @ NctV0vf9uC"" calls 0.17",2023-02-10T02:05:18.338Z,167599471833800
"""andy @ jtCtnyHTSX"" calls 0.17",2023-02-10T02:05:16.069Z,167599471606900
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:05:11.351Z,167599471135100
"""Patrick @ 4e1BobYvCd"" raises to 0.17",2023-02-10T02:05:09.203Z,167599470920300
"""Rick @ NctV0vf9uC"" posts a big blind of 0.05",2023-02-10T02:05:02.441Z,167599470244107
"""andy @ jtCtnyHTSX"" posts a small blind of 0.02",2023-02-10T02:05:02.441Z,167599470244106
"Your hand is 6♥, 10♦, 8♠, 10♥",2023-02-10T02:05:02.441Z,167599470244105
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.61) | #3 ""Patrick @ 4e1BobYvCd"" (4.43) | #5 ""El Donko @ 510sobsutG"" (4.65) | #7 ""andy @ jtCtnyHTSX"" (12.31)",2023-02-10T02:05:02.441Z,167599470244101
"-- starting hand #22 (id: 7iimc3csnwao)  (Pot Limit Omaha Hi) (dealer: ""El Donko @ 510sobsutG"") --",2023-02-10T02:05:02.441Z,167599470244100
"""El Donko @ 510sobsutG"" shows a 7♣, J♣, 4♣, 2♦.",2023-02-10T02:04:58.646Z,167599469864600
"Undealt cards: 7♦, Q♦, 2♥, 9♦ [Q♥]",2023-02-10T02:04:56.090Z,167599469609000
"-- ending hand #21 --",2023-02-10T02:04:55.831Z,167599469583102
"""Rick @ NctV0vf9uC"" collected 0.12 from pot",2023-02-10T02:04:55.831Z,167599469583101
"Uncalled bet of 0.08 returned to ""Rick @ NctV0vf9uC""",2023-02-10T02:04:55.831Z,167599469583100
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:04:55.012Z,167599469501200
"""Rick @ NctV0vf9uC"" bets 0.08",2023-02-10T02:04:47.744Z,167599468774400
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:04:43.714Z,167599468371400
"Turn: 7♦, Q♦, 2♥ [9♦]",2023-02-10T02:04:41.660Z,167599468166000
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:04:40.818Z,167599468081800
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:04:39.223Z,167599467922300
"Flop:  [7♦, Q♦, 2♥]",2023-02-10T02:04:36.761Z,167599467676100
"""andy @ jtCtnyHTSX"" checks",2023-02-10T02:04:35.910Z,167599467591000
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:04:33.222Z,167599467322200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:04:32.303Z,167599467230300
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:04:29.379Z,167599466937900
"""andy @ jtCtnyHTSX"" posts a big blind of 0.05",2023-02-10T02:04:26.753Z,167599466675307
"""El Donko @ 510sobsutG"" posts a small blind of 0.02",2023-02-10T02:04:26.753Z,167599466675306
"Your hand is K♥, 4♠, 10♣, 5♠",2023-02-10T02:04:26.753Z,167599466675305
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.54) | #3 ""Patrick @ 4e1BobYvCd"" (4.43) | #5 ""El Donko @ 510sobsutG"" (4.67) | #7 ""andy @ jtCtnyHTSX"" (12.36)",2023-02-10T02:04:26.753Z,167599466675301
"-- starting hand #21 (id: e0u8n4hhtwq9)  (Pot Limit Omaha Hi) (dealer: ""Patrick @ 4e1BobYvCd"") --",2023-02-10T02:04:26.753Z,167599466675300
"-- ending hand #20 --",2023-02-10T02:04:20.634Z,167599466063403
"""Patrick @ 4e1BobYvCd"" shows a Q♦, J♣, J♦, J♠.",2023-02-10T02:04:20.634Z,167599466063402
"""Rick @ NctV0vf9uC"" collected 0.39 from pot with One Pair (combination: A♥, A♦, K♠, Q♣, 8♦)",2023-02-10T02:04:20.634Z,167599466063401
"""Rick @ NctV0vf9uC"" shows a A♥, Q♣, 5♦, 9♠.",2023-02-10T02:04:20.634Z,167599466063400
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:04:19.786Z,167599465978600
"""El Donko @ 510sobsutG"" checks",2023-02-10T02:04:18.851Z,167599465885100
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:04:17.224Z,167599465722400
"River: 8♦, 6♥, K♠, A♦ [4♥]",2023-02-10T02:04:12.734Z,167599465273400
"""Rick @ NctV0vf9uC"" calls 0.08",2023-02-10T02:04:11.858Z,167599465185800
"""El Donko @ 510sobsutG"" calls 0.08",2023-02-10T02:04:10.952Z,167599465095200
"""Patrick @ 4e1BobYvCd"" bets 0.08",2023-02-10T02:04:08.987Z,167599464898700
"Turn: 8♦, 6♥, K♠ [A♦]",2023-02-10T02:04:03.825Z,167599464382500
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:04:02.978Z,167599464297800
"""El Donko @ 510sobsutG"" checks",2023-02-10T02:04:02.061Z,167599464206100
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:04:00.113Z,167599464011300
"Flop:  [8♦, 6♥, K♠]",2023-02-10T02:03:58.168Z,167599463816800
"""El Donko @ 510sobsutG"" checks",2023-02-10T02:03:57.358Z,167599463735800
"""Patrick @ 4e1BobYvCd"" calls 0.05",2023-02-10T02:03:55.403Z,167599463540300
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:03:53.221Z,167599463322100
"""andy @ jtCtnyHTSX"" folds",2023-02-10T02:03:50.250Z,167599463025000
"""El Donko @ 510sobsutG"" posts a big blind of 0.05",2023-02-10T02:03:47.557Z,167599462755707
"""Patrick @ 4e1BobYvCd"" posts a small blind of 0.02",2023-02-10T02:03:47.557Z,167599462755706
"Your hand is 8♣, 2♣, 10♦, 4♠",2023-02-10T02:03:47.557Z,167599462755705
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (3.28) | #3 ""Patrick @ 4e1BobYvCd"" (4.56) | #5 ""El Donko @ 510sobsutG"" (4.80) | #7 ""andy @ jtCtnyHTSX"" (12.36)",2023-02-10T02:03:47.557Z,167599462755701
"-- starting hand #20 (id: uixqaq0lebpw)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T02:03:47.557Z,167599462755700
"-- ending hand #19 --",2023-02-10T02:03:41.521Z,167599462152103
"""Rick @ NctV0vf9uC"" shows a 8♥, A♦, 4♦, Q♣.",2023-02-10T02:03:41.521Z,167599462152102
"""andy @ jtCtnyHTSX"" collected 4.70 from pot with Two Pair (combination: K♦, K♠, Q♠, Q♦, 10♥)",2023-02-10T02:03:41.521Z,167599462152101
"""andy @ jtCtnyHTSX"" shows a Q♠, 7♠, K♦, 8♠.",2023-02-10T02:03:41.521Z,167599462152100
"""andy @ jtCtnyHTSX"" calls 0.85",2023-02-10T02:03:40.665Z,167599462066500
"""Rick @ NctV0vf9uC"" bets 0.85",2023-02-10T02:03:30.472Z,167599461047200
"River: K♠, Q♦, 3♣, 8♣ [10♥]",2023-02-10T02:03:27.311Z,167599460731100
"""andy @ jtCtnyHTSX"" calls 1.20",2023-02-10T02:03:26.438Z,167599460643800
"""Rick @ NctV0vf9uC"" raises to 1.20",2023-02-10T02:03:17.083Z,167599459708300
"""andy @ jtCtnyHTSX"" bets 0.45",2023-02-10T02:03:12.569Z,167599459256900
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:03:08.050Z,167599458805000
"Turn: K♠, Q♦, 3♣ [8♣]",2023-02-10T02:03:04.087Z,167599458408700
"""El Donko @ 510sobsutG"" folds",2023-02-10T02:03:03.212Z,167599458321200
"""Patrick @ 4e1BobYvCd"" folds",2023-02-10T02:03:02.213Z,167599458221300
"""Rick @ NctV0vf9uC"" calls 0.20",2023-02-10T02:02:54.639Z,167599457463900
"""andy @ jtCtnyHTSX"" bets 0.20",2023-02-10T02:02:51.834Z,167599457183400
"""El Donko @ 510sobsutG"" checks",2023-02-10T02:02:47.714Z,167599456771400
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:02:45.907Z,167599456590700
"""Rick @ NctV0vf9uC"" checks",2023-02-10T02:02:42.147Z,167599456214700
"Flop:  [K♠, Q♦, 3♣]",2023-02-10T02:02:39.508Z,167599455950800
"""Patrick @ 4e1BobYvCd"" checks",2023-02-10T02:02:38.696Z,167599455869600
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T02:02:34.018Z,167599455401800
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T02:02:28.545Z,167599454854500
"""El Donko @ 510sobsutG"" calls 0.05",2023-02-10T02:02:27.554Z,167599454755400
"""Patrick @ 4e1BobYvCd"" posts a big blind of 0.05",2023-02-10T02:02:25.267Z,167599454526707
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T02:02:25.267Z,167599454526706
"Your hand is Q♠, 7♠, K♦, 8♠",2023-02-10T02:02:25.267Z,167599454526705
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (5.58) | #3 ""Patrick @ 4e1BobYvCd"" (4.61) | #5 ""El Donko @ 510sobsutG"" (4.85) | #7 ""andy @ jtCtnyHTSX"" (9.96)",2023-02-10T02:02:25.267Z,167599454526701
"-- starting hand #19 (id: rzbyyzyxyax2)  (Pot Limit Omaha Hi) (dealer: ""andy @ jtCtnyHTSX"") --",2023-02-10T02:02:25.267Z,167599454526700
"""Rick @ NctV0vf9uC"" shows a 8♠, 10♠, Q♣, J♣.",2023-02-10T02:02:19.317Z,167599453931700
"-- ending hand #18 --",2023-02-10T02:02:18.547Z,167599453854702
"""Rick @ NctV0vf9uC"" collected 0.32 from pot",2023-02-10T02:02:18.547Z,167599453854701
"Uncalled bet of 0.32 returned to ""Rick @ NctV0vf9uC""",2023-02-10T02:02:18.547Z,167599453854700
