entry,at,order
"The player ""Rick @ NctV0vf9uC"" passed the room ownership to ""Matt @ QgTA6OD2cP"".",2023-02-10T06:25:14.811Z,167601031481100
"The player ""Jack @ 9SB4G8Xzs0"" quits the game with a stack of 0.00.",2023-02-10T06:19:25.401Z,167600996540103
"The player ""Emily @ Cv51BSc-hD"" quits the game with a stack of 0.00.",2023-02-10T06:19:25.401Z,167600996540102
"The player ""Zach @ 0d09iha5xa"" quits the game with a stack of 0.00.",2023-02-10T06:19:25.401Z,167600996540101
"The player ""Rick @ NctV0vf9uC"" quits the game with a stack of 0.00.",2023-02-10T06:19:25.401Z,167600996540100
"-- ending hand #173 --",2023-02-10T06:19:23.841Z,167600996384104
"""Matt @ QgTA6OD2cP"" collected 37.98 from pot with Two Pair (combination: K♣, K♠, J♣, J♠, 10♣)",2023-02-10T06:19:23.841Z,167600996384103
"""Matt @ QgTA6OD2cP"" collected 2.79 from pot with Two Pair (combination: K♣, K♠, J♣, J♠, 10♣)",2023-02-10T06:19:23.841Z,167600996384102
"""Matt @ QgTA6OD2cP"" collected 37.64 from pot with Two Pair (combination: K♣, K♠, J♣, J♠, 10♣)",2023-02-10T06:19:23.841Z,167600996384101
"""Matt @ QgTA6OD2cP"" collected 23.80 from pot with Two Pair (combination: K♣, K♠, J♣, J♠, 10♣)",2023-02-10T06:19:23.841Z,167600996384100
"River: 4♦, J♣, 10♣, J♠ [6♦]",2023-02-10T06:19:19.809Z,167600995980900
"Turn: 4♦, J♣, 10♣ [J♠]",2023-02-10T06:19:15.804Z,167600995580400
"Flop:  [4♦, J♣, 10♣]",2023-02-10T06:19:11.719Z,167600995171900
"""Emily @ Cv51BSc-hD"" shows a Q♠, 8♣, Q♦, Q♥.",2023-02-10T06:19:07.714Z,167600994771403
"""Zach @ 0d09iha5xa"" shows a 9♦, 7♣, 10♠, 4♠.",2023-02-10T06:19:07.714Z,167600994771402
"""Jack @ 9SB4G8Xzs0"" shows a 2♠, 9♣, 5♦, A♣.",2023-02-10T06:19:07.714Z,167600994771401
"""Rick @ NctV0vf9uC"" shows a 8♠, 5♣, K♥, 2♦.",2023-02-10T06:19:07.714Z,167600994771400
"""Matt @ QgTA6OD2cP"" shows a K♣, 5♠, 7♠, K♠.",2023-02-10T06:19:07.017Z,167600994701700
"Some players choose to not run it twice.",2023-02-10T06:19:06.849Z,167600994684901
"""Rick @ NctV0vf9uC"" chooses to not run it twice.",2023-02-10T06:19:06.849Z,167600994684900
"Remaining players decide whether to run it twice.",2023-02-10T06:19:04.992Z,167600994499201
"""Matt @ QgTA6OD2cP"" raises to 34.09",2023-02-10T06:19:04.992Z,167600994499200
"""Jack @ 9SB4G8Xzs0"" calls 14.17 and go all in",2023-02-10T06:18:57.300Z,167600993730000
"""Rick @ NctV0vf9uC"" raises to 34.09 and go all in",2023-02-10T06:18:56.162Z,167600993616200
"The admin ""Rick @ NctV0vf9uC"" rejected the seat request from the player ""Patrick @ 4e1BobYvCd"".",2023-02-10T06:18:51.246Z,167600993124600
"The player ""Patrick @ 4e1BobYvCd"" requested a seat.",2023-02-10T06:18:45.527Z,167600992552700
"""Emily @ Cv51BSc-hD"" raises to 15.10 and go all in",2023-02-10T06:18:44.754Z,167600992475400
"""Zach @ 0d09iha5xa"" raises to 4.76 and go all in",2023-02-10T06:18:26.720Z,167600990672000
"""Matt @ QgTA6OD2cP"" raises to 1.98",2023-02-10T06:18:24.348Z,167600990434800
"""Jack @ 9SB4G8Xzs0"" raises to 0.58",2023-02-10T06:18:21.887Z,167600990188700
"""Rick @ NctV0vf9uC"" raises to 0.17",2023-02-10T06:18:19.820Z,167600989982000
"""Emily @ Cv51BSc-hD"" posts a big blind of 0.05",2023-02-10T06:18:16.449Z,167600989644910
"""Zach @ 0d09iha5xa"" posts a small blind of 0.02",2023-02-10T06:18:16.449Z,167600989644909
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (34.09) | #2 ""Jack @ 9SB4G8Xzs0"" (14.17) | #4 ""Matt @ QgTA6OD2cP"" (35.81) | #9 ""Zach @ 0d09iha5xa"" (4.76) | #10 ""Emily @ Cv51BSc-hD"" (15.10)",2023-02-10T06:18:16.449Z,167600989644903
"-- starting hand #173 (id: vonjtngiibhr)  (Pot Limit Omaha Hi) (dead button) --",2023-02-10T06:18:16.449Z,167600989644902
"The player ""Patrick @ 4e1BobYvCd"" quits the game with a stack of 0.00.",2023-02-10T06:18:16.449Z,167600989644901
"The player ""andy @ jtCtnyHTSX"" quits the game with a stack of 0.00.",2023-02-10T06:18:16.449Z,167600989644900
"-- ending hand #172 --",2023-02-10T06:17:55.922Z,167600987592207
"""Matt @ QgTA6OD2cP"" collected 7.24 from pot with One Pair (combination: 6♥, 6♠, A♥, K♠, J♠)",2023-02-10T06:17:55.922Z,167600987592206
"""Jack @ 9SB4G8Xzs0"" collected 7.24 from pot with One Pair (combination: 6♥, 6♠, A♥, K♣, J♦)",2023-02-10T06:17:55.922Z,167600987592205
"""Matt @ QgTA6OD2cP"" collected 6.93 from pot with One Pair (combination: 6♥, 6♠, A♥, K♠, J♠)",2023-02-10T06:17:55.922Z,167600987592204
"""Jack @ 9SB4G8Xzs0"" collected 6.93 from pot with One Pair (combination: 6♥, 6♠, A♥, K♣, J♦)",2023-02-10T06:17:55.922Z,167600987592203
"""Zach @ 0d09iha5xa"" collected 4.76 from pot with Two Pair (combination: 6♥, 6♠, 4♣, 4♥, A♥)",2023-02-10T06:17:55.922Z,167600987592202
"""Emily @ Cv51BSc-hD"" collected 15.10 from pot with Three of a Kind (combination: 6♣, 6♥, 6♠, A♥, 8♠)",2023-02-10T06:17:55.922Z,167600987592201
"""Rick @ NctV0vf9uC"" collected 34.09 from pot with Three of a Kind (combination: 6♦, 6♥, 6♠, A♥, K♦)",2023-02-10T06:17:55.922Z,167600987592200
"River: 2♦, A♥, 6♥, 2♣ [6♠]",2023-02-10T06:17:51.898Z,167600987189800
"Turn: 2♦, A♥, 6♥ [2♣]",2023-02-10T06:17:47.818Z,167600986781800
"""Emily @ Cv51BSc-hD"" shows a 3♣, 3♥, 6♣, 8♠.",2023-02-10T06:17:43.816Z,167600986381606
"""Zach @ 0d09iha5xa"" shows a 4♣, J♣, 4♥, 10♠.",2023-02-10T06:17:43.816Z,167600986381605
"""andy @ jtCtnyHTSX"" shows a 10♦, 8♣, 5♥, 9♣.",2023-02-10T06:17:43.816Z,167600986381604
"""Matt @ QgTA6OD2cP"" shows a 5♦, K♠, J♠, 3♠.",2023-02-10T06:17:43.816Z,167600986381603
"""Patrick @ 4e1BobYvCd"" shows a Q♣, 9♥, 5♠, A♦.",2023-02-10T06:17:43.816Z,167600986381602
"""Jack @ 9SB4G8Xzs0"" shows a 9♦, 8♦, J♦, K♣.",2023-02-10T06:17:43.816Z,167600986381601
"""Rick @ NctV0vf9uC"" shows a K♦, 9♠, Q♠, 6♦.",2023-02-10T06:17:43.816Z,167600986381600
"Some players choose to not run it twice.",2023-02-10T06:17:42.985Z,167600986298501
"""Rick @ NctV0vf9uC"" chooses to not run it twice.",2023-02-10T06:17:42.985Z,167600986298500
"Remaining players decide whether to run it twice.",2023-02-10T06:17:41.759Z,167600986175901
"""Matt @ QgTA6OD2cP"" raises to 3.53",2023-02-10T06:17:41.759Z,167600986175900
"""Jack @ 9SB4G8Xzs0"" bets 3.53 and go all in",2023-02-10T06:17:38.775Z,167600985877500
"Flop:  [2♦, A♥, 6♥]",2023-02-10T06:17:34.508Z,167600985450800
"""Jack @ 9SB4G8Xzs0"" calls 17.41",2023-02-10T06:17:33.688Z,167600985368800
"""Rick @ NctV0vf9uC"" calls 4.87 and go all in",2023-02-10T06:17:31.825Z,167600985182500
"""Emily @ Cv51BSc-hD"" calls 7.89 and go all in",2023-02-10T06:17:30.350Z,167600985035000
"""Zach @ 0d09iha5xa"" calls 9.08 and go all in",2023-02-10T06:17:27.951Z,167600984795100
"""andy @ jtCtnyHTSX"" calls 13.70 and go all in",2023-02-10T06:17:27.120Z,167600984712000
"""Matt @ QgTA6OD2cP"" raises to 17.41",2023-02-10T06:17:24.274Z,167600984427400
"""Patrick @ 4e1BobYvCd"" raises to 4.87 and go all in",2023-02-10T06:17:21.568Z,167600984156800
"""Jack @ 9SB4G8Xzs0"" raises to 1.98",2023-02-10T06:17:18.449Z,167600983844900
"""Rick @ NctV0vf9uC"" raises to 0.58",2023-02-10T06:17:09.753Z,167600982975300
"""Emily @ Cv51BSc-hD"" raises to 0.17",2023-02-10T06:17:07.505Z,167600982750500
"""Zach @ 0d09iha5xa"" posts a big blind of 0.05",2023-02-10T06:16:47.486Z,167600980748617
"""andy @ jtCtnyHTSX"" posts a small blind of 0.02",2023-02-10T06:16:47.486Z,167600980748616
"Your hand is 10♦, 8♣, 5♥, 9♣",2023-02-10T06:16:47.486Z,167600980748613
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (4.87) | #2 ""Jack @ 9SB4G8Xzs0"" (20.94) | #3 ""Patrick @ 4e1BobYvCd"" (4.87) | #4 ""Matt @ QgTA6OD2cP"" (42.58) | #7 ""andy @ jtCtnyHTSX"" (13.70) | #9 ""Zach @ 0d09iha5xa"" (9.08) | #10 ""Emily @ Cv51BSc-hD"" (7.89)",2023-02-10T06:16:47.486Z,167600980748608
"The player ""Emily @ Cv51BSc-hD"" joined the game with a stack of 7.89.",2023-02-10T06:16:47.486Z,167600980748607
"The player ""Zach @ 0d09iha5xa"" joined the game with a stack of 9.08.",2023-02-10T06:16:47.486Z,167600980748606
"The player ""andy @ jtCtnyHTSX"" joined the game with a stack of 13.70.",2023-02-10T06:16:47.486Z,167600980748605
"The player ""Matt @ QgTA6OD2cP"" joined the game with a stack of 42.58.",2023-02-10T06:16:47.486Z,167600980748604
"The player ""Patrick @ 4e1BobYvCd"" joined the game with a stack of 4.87.",2023-02-10T06:16:47.486Z,167600980748603
"The player ""Jack @ 9SB4G8Xzs0"" joined the game with a stack of 20.94.",2023-02-10T06:16:47.486Z,167600980748602
"The player ""Rick @ NctV0vf9uC"" joined the game with a stack of 4.87.",2023-02-10T06:16:47.486Z,167600980748601
"-- starting hand #172 (id: koeqmjgdo9ug)  (Pot Limit Omaha Hi) (dealer: ""Matt @ QgTA6OD2cP"") --",2023-02-10T06:16:47.486Z,167600980748600
"The player ""andy @ jtCtnyHTSX"" sit back with the stack of 13.70.",2023-02-10T06:14:44.526Z,167600968452600
"The player ""Jack @ 9SB4G8Xzs0"" sit back with the stack of 20.94.",2023-02-10T06:14:43.816Z,167600968381600
"The player ""Matt @ QgTA6OD2cP"" sit back with the stack of 42.58.",2023-02-10T06:14:43.410Z,167600968341000
"The player ""Emily @ Cv51BSc-hD"" sit back with the stack of 7.89.",2023-02-10T06:14:34.780Z,167600967478000
"The player ""Zach @ 0d09iha5xa"" sit back with the stack of 9.08.",2023-02-10T06:14:11.119Z,167600965111900
"The player ""Rick @ NctV0vf9uC"" sit back with the stack of 4.87.",2023-02-10T06:14:08.603Z,167600964860300
"The player ""Jack @ 9SB4G8Xzs0"" stand up with the stack of 20.94.",2023-02-10T06:14:06.989Z,167600964698905
"The player ""Matt @ QgTA6OD2cP"" stand up with the stack of 42.58.",2023-02-10T06:14:06.989Z,167600964698904
"The player ""Emily @ Cv51BSc-hD"" stand up with the stack of 7.89.",2023-02-10T06:14:06.989Z,167600964698903
"The player ""Zach @ 0d09iha5xa"" stand up with the stack of 9.08.",2023-02-10T06:14:06.989Z,167600964698902
"The player ""andy @ jtCtnyHTSX"" stand up with the stack of 13.70.",2023-02-10T06:14:06.989Z,167600964698901
"The player ""Rick @ NctV0vf9uC"" stand up with the stack of 4.87.",2023-02-10T06:14:06.989Z,167600964698900
"The admin ""Rick @ NctV0vf9uC"" forced the player ""Emily @ Cv51BSc-hD"" to away mode in the next hand.",2023-02-10T06:14:03.650Z,167600964365000
"The admin ""Rick @ NctV0vf9uC"" forced the player ""Zach @ 0d09iha5xa"" to away mode in the next hand.",2023-02-10T06:13:56.764Z,167600963676400
"The admin ""Rick @ NctV0vf9uC"" forced the player ""andy @ jtCtnyHTSX"" to away mode in the next hand.",2023-02-10T06:13:50.434Z,167600963043400
"The admin approved the player ""Patrick @ 4e1BobYvCd"" participation with a stack of 4.87.",2023-02-10T06:13:45.308Z,167600962530800
"The admin ""Rick @ NctV0vf9uC"" forced the player ""Matt @ QgTA6OD2cP"" to away mode in the next hand.",2023-02-10T06:13:40.206Z,167600962020600
"The admin ""Rick @ NctV0vf9uC"" forced the player ""Jack @ 9SB4G8Xzs0"" to away mode in the next hand.",2023-02-10T06:13:34.470Z,167600961447000
"The player ""Patrick @ 4e1BobYvCd"" requested a seat.",2023-02-10T06:13:34.364Z,167600961436400
"""andy @ jtCtnyHTSX"" shows a 8♣, 2♠, 6♥, K♠.",2023-02-10T06:11:40.818Z,167600950081800
"Undealt cards: 9♦, 7♦, 6♠, 3♥ [A♥]",2023-02-10T06:11:38.945Z,167600949894500
"""Zach @ 0d09iha5xa"" shows a 9♠, J♠, 4♥, 8♥.",2023-02-10T06:11:30.344Z,167600949034400
"""Matt @ QgTA6OD2cP"" shows a J♥, 6♣, 4♦, 9♣.",2023-02-10T06:11:28.952Z,167600948895200
"""Emily @ Cv51BSc-hD"" shows a Q♠, 4♠, A♦, 5♣.",2023-02-10T06:11:28.795Z,167600948879500
"-- ending hand #171 --",2023-02-10T06:11:27.070Z,167600948707002
"""Jack @ 9SB4G8Xzs0"" collected 10.30 from pot",2023-02-10T06:11:27.070Z,167600948707001
"Uncalled bet of 4.00 returned to ""Jack @ 9SB4G8Xzs0""",2023-02-10T06:11:27.070Z,167600948707000
"""Rick @ NctV0vf9uC"" folds",2023-02-10T06:11:26.250Z,167600948625000
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T06:11:25.335Z,167600948533500
"""Jack @ 9SB4G8Xzs0"" bets 4.00",2023-02-10T06:11:24.102Z,167600948410200
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:10:57.915Z,167600945791500
"Turn: 9♦, 7♦, 6♠ [3♥]",2023-02-10T06:10:56.847Z,167600945684700
"""Rick @ NctV0vf9uC"" calls 3.00",2023-02-10T06:10:56.042Z,167600945604200
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T06:10:54.559Z,167600945455900
"""Matt @ QgTA6OD2cP"" calls 3.00",2023-02-10T06:09:54.604Z,167600939460400
"""Jack @ 9SB4G8Xzs0"" raises to 3.00",2023-02-10T06:09:46.664Z,167600938666400
"""Rick @ NctV0vf9uC"" calls 1.00",2023-02-10T06:09:42.573Z,167600938257300
"""Emily @ Cv51BSc-hD"" calls 1.00",2023-02-10T06:09:41.668Z,167600938166800
"""Zach @ 0d09iha5xa"" folds",2023-02-10T06:09:40.551Z,167600938055100
"""andy @ jtCtnyHTSX"" folds",2023-02-10T06:09:29.751Z,167600936975100
"""Matt @ QgTA6OD2cP"" raises to 1.00",2023-02-10T06:09:26.089Z,167600936608900
"""Jack @ 9SB4G8Xzs0"" bets 0.30",2023-02-10T06:09:15.425Z,167600935542500
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:09:12.640Z,167600935264000
"Flop:  [9♦, 7♦, 6♠]",2023-02-10T06:09:10.781Z,167600935078100
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T06:09:09.918Z,167600934991800
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T06:09:09.032Z,167600934903200
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T06:09:08.094Z,167600934809400
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T06:09:05.948Z,167600934594800
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T06:09:03.925Z,167600934392500
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T06:09:02.999Z,167600934299900
"""Jack @ 9SB4G8Xzs0"" posts a big blind of 0.05",2023-02-10T06:08:56.062Z,167600933606209
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T06:08:56.062Z,167600933606208
"Your hand is 8♣, 2♠, 6♥, K♠",2023-02-10T06:08:56.062Z,167600933606205
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (7.92) | #2 ""Jack @ 9SB4G8Xzs0"" (13.69) | #4 ""Matt @ QgTA6OD2cP"" (45.63) | #7 ""andy @ jtCtnyHTSX"" (13.75) | #9 ""Zach @ 0d09iha5xa"" (9.13) | #10 ""Emily @ Cv51BSc-hD"" (8.94)",2023-02-10T06:08:56.062Z,167600933606201
"-- starting hand #171 (id: fsubsivfxocf)  (Pot Limit Omaha Hi) (dealer: ""Emily @ Cv51BSc-hD"") --",2023-02-10T06:08:56.062Z,167600933606200
"""Emily @ Cv51BSc-hD"" shows a 4♦, 3♦, Q♣, 3♣.",2023-02-10T06:08:37.104Z,167600931710400
"""Zach @ 0d09iha5xa"" shows a 5♠, J♠, 2♣, 10♣.",2023-02-10T06:08:36.564Z,167600931656400
"-- ending hand #170 --",2023-02-10T06:08:34.565Z,167600931456503
"""Rick @ NctV0vf9uC"" shows a K♣, 5♦, Q♦, 9♥.",2023-02-10T06:08:34.565Z,167600931456502
"""Jack @ 9SB4G8Xzs0"" collected 13.69 from pot with Full House (combination: 7♥, 7♦, 7♣, 2♥, 2♠)",2023-02-10T06:08:34.565Z,167600931456501
"""Jack @ 9SB4G8Xzs0"" shows a Q♠, 7♥, J♥, 2♥.",2023-02-10T06:08:34.565Z,167600931456500
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T06:08:33.663Z,167600931366300
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:08:19.866Z,167600929986600
"River: 2♠, 7♦, 9♦, 7♣ [3♥]",2023-02-10T06:08:18.553Z,167600929855300
"""Rick @ NctV0vf9uC"" calls 2.88",2023-02-10T06:08:17.704Z,167600929770400
"""Matt @ QgTA6OD2cP"" calls 2.88",2023-02-10T06:08:16.248Z,167600929624800
"""Jack @ 9SB4G8Xzs0"" bets 2.88 and go all in",2023-02-10T06:08:12.960Z,167600929296000
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:08:01.251Z,167600928125100
"Turn: 2♠, 7♦, 9♦ [7♣]",2023-02-10T06:07:59.390Z,167600927939000
"""Jack @ 9SB4G8Xzs0"" calls 1.40",2023-02-10T06:07:58.578Z,167600927857800
"""Rick @ NctV0vf9uC"" calls 1.40",2023-02-10T06:07:57.038Z,167600927703800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T06:07:56.144Z,167600927614400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T06:07:46.269Z,167600926626900
"""Matt @ QgTA6OD2cP"" raises to 1.40",2023-02-10T06:07:45.350Z,167600926535000
"""Jack @ 9SB4G8Xzs0"" calls 0.63",2023-02-10T06:07:39.792Z,167600925979200
"""Rick @ NctV0vf9uC"" bets 0.63",2023-02-10T06:07:36.366Z,167600925636600
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T06:07:31.814Z,167600925181400
"Flop:  [2♠, 7♦, 9♦]",2023-02-10T06:07:28.205Z,167600924820500
"""Jack @ 9SB4G8Xzs0"" calls 0.17",2023-02-10T06:07:27.393Z,167600924739300
"""Rick @ NctV0vf9uC"" calls 0.17",2023-02-10T06:07:26.286Z,167600924628600
"""Emily @ Cv51BSc-hD"" calls 0.17",2023-02-10T06:07:24.908Z,167600924490800
"""Zach @ 0d09iha5xa"" folds",2023-02-10T06:07:18.894Z,167600923889400
"""andy @ jtCtnyHTSX"" calls 0.17",2023-02-10T06:07:17.765Z,167600923776500
"""Matt @ QgTA6OD2cP"" raises to 0.17",2023-02-10T06:07:14.202Z,167600923420200
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T06:06:48.146Z,167600920814600
"""Rick @ NctV0vf9uC"" posts a big blind of 0.05",2023-02-10T06:06:45.245Z,167600920524509
"""Emily @ Cv51BSc-hD"" posts a small blind of 0.02",2023-02-10T06:06:45.245Z,167600920524508
"Your hand is 4♣, 6♠, A♠, 4♥",2023-02-10T06:06:45.245Z,167600920524505
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (12.37) | #2 ""Jack @ 9SB4G8Xzs0"" (4.45) | #4 ""Matt @ QgTA6OD2cP"" (50.08) | #7 ""andy @ jtCtnyHTSX"" (13.92) | #9 ""Zach @ 0d09iha5xa"" (9.13) | #10 ""Emily @ Cv51BSc-hD"" (9.11)",2023-02-10T06:06:45.245Z,167600920524501
"-- starting hand #170 (id: jksovj1tpgqf)  (Pot Limit Omaha Hi) (dealer: ""Zach @ 0d09iha5xa"") --",2023-02-10T06:06:45.245Z,167600920524500
"""Matt @ QgTA6OD2cP"" shows a 6♥, 5♠, 3♥, 6♠.",2023-02-10T06:06:32.199Z,167600919219900
"""Jack @ 9SB4G8Xzs0"" shows a A♦, 4♦, K♠, A♠.",2023-02-10T06:06:31.780Z,167600919178000
"""Zach @ 0d09iha5xa"" shows a Q♥, 6♦, 3♦, 6♣.",2023-02-10T06:06:08.981Z,167600916898100
"""Emily @ Cv51BSc-hD"" shows a 7♣, K♦, 10♣, 2♥.",2023-02-10T06:06:06.218Z,167600916621800
"""Rick @ NctV0vf9uC"" shows a 10♠, 4♥, 2♦, 8♠.",2023-02-10T06:06:05.022Z,167600916502200
"""andy @ jtCtnyHTSX"" shows a 10♥, J♣, 8♣, 3♣.",2023-02-10T06:06:02.351Z,167600916235100
"-- ending hand #169 --",2023-02-10T06:06:01.246Z,167600916124602
"""Matt @ QgTA6OD2cP"" collected 21.16 from pot",2023-02-10T06:06:01.246Z,167600916124601
"Uncalled bet of 2.00 returned to ""Matt @ QgTA6OD2cP""",2023-02-10T06:06:01.246Z,167600916124600
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T06:06:00.377Z,167600916037700
"""Rick @ NctV0vf9uC"" folds",2023-02-10T06:05:57.265Z,167600915726500
"""Matt @ QgTA6OD2cP"" bets 2.00",2023-02-10T06:05:10.189Z,167600911018900
"""Jack @ 9SB4G8Xzs0"" checks",2023-02-10T06:05:06.628Z,167600910662800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:04:58.334Z,167600909833400
"River: 4♣, 8♥, J♦, 5♦ [5♣]",2023-02-10T06:04:55.667Z,167600909566700
"""andy @ jtCtnyHTSX"" folds",2023-02-10T06:04:54.859Z,167600909485900
"""Matt @ QgTA6OD2cP"" calls 4.23",2023-02-10T06:04:51.395Z,167600909139500
"""Jack @ 9SB4G8Xzs0"" calls 4.23",2023-02-10T06:04:39.057Z,167600907905700
"""Rick @ NctV0vf9uC"" bets 4.23",2023-02-10T06:04:21.431Z,167600906143100
"Turn: 4♣, 8♥, J♦ [5♦]",2023-02-10T06:04:16.504Z,167600905650400
"""andy @ jtCtnyHTSX"" calls 1.88",2023-02-10T06:04:15.679Z,167600905567900
"""Matt @ QgTA6OD2cP"" calls 1.88",2023-02-10T06:04:12.740Z,167600905274000
"""Jack @ 9SB4G8Xzs0"" calls 1.88",2023-02-10T06:04:09.644Z,167600904964400
"""Rick @ NctV0vf9uC"" raises to 1.88",2023-02-10T06:04:07.378Z,167600904737800
"""andy @ jtCtnyHTSX"" calls 0.47",2023-02-10T06:04:00.567Z,167600904056700
"""Matt @ QgTA6OD2cP"" calls 0.47",2023-02-10T06:03:55.137Z,167600903513700
"""Jack @ 9SB4G8Xzs0"" bets 0.47",2023-02-10T06:03:44.835Z,167600902483500
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:03:38.925Z,167600901892500
"Flop:  [4♣, 8♥, J♦]",2023-02-10T06:03:36.671Z,167600901667100
"""Rick @ NctV0vf9uC"" calls 0.22",2023-02-10T06:03:35.841Z,167600901584100
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T06:03:34.922Z,167600901492200
"""Zach @ 0d09iha5xa"" folds",2023-02-10T06:03:34.027Z,167600901402700
"""andy @ jtCtnyHTSX"" calls 0.22",2023-02-10T06:03:33.127Z,167600901312700
"""Matt @ QgTA6OD2cP"" calls 0.22",2023-02-10T06:03:31.405Z,167600901140500
"""Jack @ 9SB4G8Xzs0"" raises to 0.22",2023-02-10T06:03:29.847Z,167600900984700
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T06:03:26.717Z,167600900671700
"""Emily @ Cv51BSc-hD"" posts a big blind of 0.05",2023-02-10T06:03:25.553Z,167600900555309
"""Zach @ 0d09iha5xa"" posts a small blind of 0.02",2023-02-10T06:03:25.553Z,167600900555308
"Your hand is 10♥, J♣, 8♣, 3♣",2023-02-10T06:03:25.553Z,167600900555305
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (18.70) | #2 ""Jack @ 9SB4G8Xzs0"" (10.78) | #4 ""Matt @ QgTA6OD2cP"" (35.25) | #7 ""andy @ jtCtnyHTSX"" (16.02) | #9 ""Zach @ 0d09iha5xa"" (9.15) | #10 ""Emily @ Cv51BSc-hD"" (9.16)",2023-02-10T06:03:25.553Z,167600900555301
"-- starting hand #169 (id: wqml7kfwc2ck)  (Pot Limit Omaha Hi) (dealer: ""andy @ jtCtnyHTSX"") --",2023-02-10T06:03:25.553Z,167600900555300
"""Zach @ 0d09iha5xa"" shows a 8♠, 6♣, A♠, K♣.",2023-02-10T06:03:21.143Z,167600900114300
"""Emily @ Cv51BSc-hD"" shows a 3♦, 4♠, 10♣, A♣.",2023-02-10T06:03:20.881Z,167600900088100
"-- ending hand #168 --",2023-02-10T06:03:18.652Z,167600899865203
"""andy @ jtCtnyHTSX"" shows a 5♠, A♦, 9♦, 8♦.",2023-02-10T06:03:18.652Z,167600899865202
"""Matt @ QgTA6OD2cP"" collected 0.74 from pot with One Pair (combination: Q♥, Q♠, J♦, 10♦, 8♥)",2023-02-10T06:03:18.652Z,167600899865201
"""Matt @ QgTA6OD2cP"" shows a Q♥, 7♠, J♦, 2♦.",2023-02-10T06:03:18.652Z,167600899865200
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T06:03:17.815Z,167600899781500
"""andy @ jtCtnyHTSX"" checks",2023-02-10T06:03:13.318Z,167600899331800
"River: 8♥, 4♥, Q♠, 10♦ [6♦]",2023-02-10T06:03:11.772Z,167600899177200
"""Rick @ NctV0vf9uC"" folds",2023-02-10T06:03:10.873Z,167600899087300
"""andy @ jtCtnyHTSX"" calls 0.12",2023-02-10T06:03:07.702Z,167600898770200
"""Matt @ QgTA6OD2cP"" bets 0.12",2023-02-10T06:03:06.065Z,167600898606500
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:02:57.010Z,167600897701000
"""andy @ jtCtnyHTSX"" checks",2023-02-10T06:02:56.083Z,167600897608300
"Turn: 8♥, 4♥, Q♠ [10♦]",2023-02-10T06:02:54.561Z,167600897456100
"""Rick @ NctV0vf9uC"" calls 0.10",2023-02-10T06:02:53.697Z,167600897369700
"""Zach @ 0d09iha5xa"" folds",2023-02-10T06:02:52.464Z,167600897246400
"""andy @ jtCtnyHTSX"" calls 0.10",2023-02-10T06:02:51.571Z,167600897157100
"""Matt @ QgTA6OD2cP"" bets 0.10",2023-02-10T06:02:44.298Z,167600896429800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T06:02:40.760Z,167600896076000
"""Zach @ 0d09iha5xa"" checks",2023-02-10T06:02:38.719Z,167600895871900
"""andy @ jtCtnyHTSX"" checks",2023-02-10T06:02:37.306Z,167600895730600
"Flop:  [8♥, 4♥, Q♠]",2023-02-10T06:02:35.942Z,167600895594200
"""Zach @ 0d09iha5xa"" checks",2023-02-10T06:02:35.047Z,167600895504700
"""andy @ jtCtnyHTSX"" calls 0.05",2023-02-10T06:02:34.191Z,167600895419100
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T06:02:29.308Z,167600894930800
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T06:02:24.349Z,167600894434900
